data_layer,数据获取方,来源编号,date,日均气温_℃,日最高气温_℃,日最低气温_℃,日最高体感温度_℃,日均体感温度_℃,日均相对湿度_pct,日均露点_℃,日均云量_pct,日均风速_kmh,日最大风速_kmh,日降水量_mm,全日降水小时数_h,日最低能见度_m,日均能见度_m,雾时数_h,轻雾时数_h,日均PM25_ugm3,日均PM10_ugm3,白天降水量_mm,白天降水小时数_h,白天均能见度_m,白天雾时数_h,海表温度_均值_℃,海表温度_最高_℃,最大浪高_m,source_label
L0,脚本抓取,L0-B1d,2017-07-20,27.42,29.2,25.3,35.1,33.36,90.4,25.65,84.5,9.47,19.6,0.7,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-21,23.6,26.4,21.1,30.6,23.81,72.8,18.34,90.7,20.06,29.0,9.8,8,,,,,,,1.4,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-22,24.86,27.4,23.1,32.0,27.73,76.2,20.32,91.9,8.5,12.6,5.1,7,,,,,,,1.6,4,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-23,25.55,28.0,23.4,30.7,28.84,82.0,22.16,90.2,12.08,18.7,0.5,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-24,26.18,28.2,23.2,33.5,30.42,81.5,22.65,94.5,7.7,14.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-25,25.65,28.1,22.2,30.9,27.3,63.5,18.06,62.2,11.13,16.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-26,22.95,27.4,19.6,30.2,24.75,72.9,17.74,89.0,7.33,17.6,11.8,6,,,,,,,5.2,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-27,22.89,25.3,19.9,28.4,25.88,82.0,19.6,94.4,5.04,10.5,0.1,0,,,,,,,0.1,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-28,24.51,28.1,21.3,30.0,27.1,75.9,19.72,87.2,8.42,17.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-29,23.89,26.5,20.2,30.4,27.12,82.6,20.6,78.0,7.0,12.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-30,24.4,28.9,20.2,30.7,25.95,72.7,18.95,5.7,14.52,22.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-07-31,23.62,26.6,19.0,31.7,27.15,84.4,20.72,0.5,7.22,11.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-01,25.04,27.6,21.4,32.7,29.59,88.0,22.91,78.0,7.11,14.9,0.9,3,,,,,,,0.9,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-02,26.31,28.3,24.6,34.2,31.97,92.0,24.89,85.2,7.95,15.0,16.2,8,,,,,,,0.5,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-03,26.22,27.4,24.8,32.4,29.38,92.5,24.91,73.0,24.4,41.5,69.3,16,,,,,,,24.7,8,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-04,26.95,29.3,24.9,36.2,33.36,92.3,25.56,53.2,5.72,14.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-05,26.92,29.4,23.8,37.1,33.06,90.8,25.22,42.4,6.29,11.3,1.9,1,,,,,,,0.1,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-06,26.53,30.5,22.8,35.4,30.81,83.4,23.4,64.9,11.07,17.3,1.2,2,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-07,26.02,28.8,23.6,34.0,30.17,81.9,22.6,14.2,9.22,14.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-08,26.33,30.2,22.3,34.6,30.21,80.5,22.6,20.2,11.17,19.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-09,25.4,28.0,22.9,32.1,29.47,81.5,21.89,71.0,6.1,11.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-10,25.75,28.7,21.9,33.2,30.17,83.8,22.69,11.8,7.67,15.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-11,26.58,29.0,23.5,34.8,31.8,88.3,24.45,42.6,9.27,19.8,0.4,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-12,26.12,29.1,23.9,34.8,31.25,90.0,24.3,87.0,8.71,14.7,8.8,4,,,,,,,0.9,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-13,25.73,27.8,24.0,32.3,30.21,88.6,23.65,59.6,10.23,14.5,1.9,5,,,,,,,0.7,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-14,23.75,24.8,22.1,28.6,26.58,85.8,21.24,93.0,11.78,17.8,8.6,12,,,,,,,7.5,11,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-15,24.25,27.0,20.2,31.5,27.85,81.5,20.77,31.2,6.21,11.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-16,24.37,26.8,22.4,31.3,28.41,86.8,21.98,83.4,6.39,13.5,6.0,6,,,,,,,2.8,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-17,24.0,26.9,21.3,29.8,27.18,82.2,20.65,44.9,7.84,15.8,5.2,5,,,,,,,1.2,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-18,24.49,26.8,21.7,30.8,28.35,83.3,21.38,43.5,5.72,9.0,0.5,1,,,,,,,0.5,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-19,24.64,26.7,22.5,30.2,28.23,85.5,21.98,62.2,9.44,15.2,0.9,2,,,,,,,0.7,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-20,24.6,26.9,22.4,31.4,28.64,87.7,22.33,25.5,8.44,14.2,0.6,1,,,,,,,0.5,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-21,26.65,30.7,22.7,33.9,30.27,79.7,22.6,45.4,12.35,19.0,0.7,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-22,26.93,29.6,25.1,35.6,32.02,85.5,24.28,77.9,9.18,15.1,1.2,3,,,,,,,1.2,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-23,26.02,27.9,22.8,32.4,29.6,85.0,23.26,81.9,14.92,19.9,6.1,12,,,,,,,4.9,7,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-24,24.84,31.3,20.3,34.7,27.12,68.8,18.12,28.8,7.38,17.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-25,23.07,29.0,17.5,27.9,22.54,53.0,12.52,39.7,11.13,22.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-26,23.07,28.7,17.2,29.1,23.25,57.6,13.84,95.7,8.13,14.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-27,20.62,22.9,19.0,23.4,21.13,77.2,16.34,99.8,11.89,20.9,16.1,12,,,,,,,5.8,7,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-28,20.93,24.3,18.4,22.8,20.66,67.7,14.13,97.3,12.29,23.7,8.0,6,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-29,20.15,24.1,15.7,22.4,18.15,50.6,9.33,82.6,14.77,23.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-30,21.59,25.7,17.9,27.6,21.83,71.5,16.07,5.3,14.65,23.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-08-31,21.72,26.0,16.7,28.5,23.25,80.3,18.06,10.6,11.35,22.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-01,22.49,27.0,19.5,28.5,23.98,80.1,18.68,44.8,12.76,19.1,2.8,2,,,,,,,0.7,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-02,22.36,24.9,19.1,28.1,25.35,85.1,19.7,31.7,6.04,10.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-03,22.74,25.5,19.3,28.7,25.71,86.5,20.28,35.3,7.92,16.4,1.3,2,,,,,,,1.3,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-04,23.18,25.2,20.9,27.8,25.52,85.8,20.66,52.7,13.28,23.1,0.4,1,,,,,,,0.4,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-05,23.27,26.0,21.2,27.6,25.43,84.0,20.42,86.1,13.51,20.8,4.5,3,,,,,,,4.3,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-06,22.3,26.0,18.7,27.3,23.52,71.2,16.5,45.0,8.81,17.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-07,23.26,28.5,18.2,31.1,24.17,69.8,17.26,0.2,14.25,21.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-08,23.46,26.6,21.5,30.4,25.7,81.5,20.04,8.1,12.26,22.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-09,22.15,24.8,19.7,27.3,23.83,80.8,18.64,90.4,11.23,17.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-10,22.7,25.4,19.1,28.9,26.2,89.8,20.89,87.7,5.8,17.1,1.4,3,,,,,,,1.4,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-11,21.03,25.7,17.0,24.4,20.37,64.3,13.04,3.4,13.18,28.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-12,20.4,25.1,16.0,26.2,20.62,68.8,14.2,0.1,9.38,16.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-13,21.48,25.1,17.5,27.2,22.92,76.3,16.98,40.1,9.01,14.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-14,22.83,26.2,18.8,29.6,25.69,83.8,19.83,59.9,7.22,13.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-15,22.03,25.0,19.2,28.1,24.74,90.1,20.28,76.7,9.21,13.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-16,21.79,25.3,18.0,28.1,24.22,87.6,19.57,61.0,8.95,20.7,0.7,1,,,,,,,0.7,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-17,21.53,24.8,18.4,26.4,21.05,59.8,13.02,7.5,12.0,17.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-18,22.25,27.8,17.3,27.0,21.19,57.5,13.14,4.8,15.78,21.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-19,21.22,27.0,15.2,25.3,20.06,55.2,10.5,0.0,11.3,25.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-20,18.5,22.6,13.3,22.1,17.53,58.6,9.86,15.3,8.05,14.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-21,21.52,25.6,16.0,26.2,22.0,75.9,16.99,18.8,14.83,27.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-22,21.6,25.3,16.6,23.8,20.4,56.0,11.12,27.5,13.91,23.8,12.3,3,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-23,20.7,25.5,15.0,24.7,19.68,58.3,11.98,19.8,14.06,24.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-24,22.51,27.4,19.1,30.3,22.75,70.2,16.62,29.4,15.4,25.1,1.3,2,,,,,,,1.3,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-25,21.95,24.8,19.8,26.4,23.43,81.8,18.56,56.4,12.44,17.4,1.2,3,,,,,,,1.2,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-26,18.9,24.4,15.1,27.7,18.87,79.3,15.0,72.5,13.85,30.3,10.9,4,,,,,,,10.9,4,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-27,16.03,19.2,13.6,16.5,12.3,41.9,2.51,43.8,15.08,21.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-28,14.94,19.5,9.8,14.5,11.08,36.4,-0.55,1.5,12.6,20.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-29,17.14,22.5,12.9,20.1,14.13,45.6,4.77,0.0,13.64,21.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-09-30,18.11,22.3,12.5,23.1,17.62,71.8,12.64,52.5,10.42,20.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-01,21.44,24.6,17.0,26.4,19.65,59.7,11.85,71.6,20.27,31.4,1.8,2,,,,,,,1.8,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-02,15.05,18.4,12.4,13.4,9.59,27.4,-3.82,51.6,19.8,29.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-03,14.01,17.0,9.9,14.2,10.23,36.5,-0.93,86.1,11.51,18.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-04,14.94,19.5,11.2,17.7,11.94,51.1,4.76,42.8,12.89,20.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-05,15.57,19.8,11.3,16.4,12.56,57.6,7.0,1.2,16.25,22.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-06,17.24,21.2,13.2,18.5,15.2,67.5,11.04,30.8,16.7,29.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-07,17.22,20.3,14.3,20.7,16.66,78.5,13.38,82.0,11.75,16.1,3.4,4,,,,,,,1.8,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-08,17.78,19.5,15.9,21.8,18.78,88.4,15.79,98.8,6.97,14.4,18.2,13,,,,,,,11.0,8,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-09,13.53,18.0,9.7,18.5,9.55,81.3,10.39,99.0,29.25,36.7,9.5,13,,,,,,,5.7,8,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-10,9.97,10.8,8.6,5.8,4.52,64.2,3.38,95.4,27.12,34.3,7.1,11,,,,,,,1.2,5,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-11,9.91,14.6,5.6,11.7,6.74,55.5,1.07,54.8,8.61,14.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-12,10.71,15.3,5.2,12.1,7.79,60.2,2.91,55.3,9.25,16.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-13,11.4,17.3,5.3,13.4,8.53,65.2,4.72,12.2,11.28,19.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-14,11.75,14.3,8.6,10.5,7.7,44.0,-0.37,87.8,13.71,17.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-15,13.42,16.9,10.1,16.0,12.08,77.2,9.43,92.4,8.73,13.9,3.1,4,,,,,,,0.5,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-16,11.2,14.5,8.0,10.6,7.9,56.2,2.08,40.2,11.2,18.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-17,11.1,15.9,5.7,13.4,8.45,64.9,4.59,59.4,9.53,17.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-18,12.59,16.0,9.4,13.4,10.01,63.4,5.55,78.5,10.61,14.0,0.8,2,,,,,,,0.3,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-19,12.33,17.1,8.7,16.6,11.15,84.0,9.54,25.7,7.54,11.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-20,13.66,19.5,7.8,16.9,11.71,80.2,10.08,0.1,14.15,22.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-21,13.04,15.3,9.6,12.3,8.5,51.2,2.17,51.4,20.54,27.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-22,8.83,11.3,7.0,5.1,2.51,30.2,-7.89,65.6,22.5,27.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-23,8.77,14.1,4.2,9.7,3.97,37.6,-5.5,12.8,13.97,20.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-24,9.68,16.6,2.8,13.2,6.45,61.4,2.47,0.0,11.34,19.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-25,13.15,18.0,9.2,15.3,10.55,70.1,7.7,74.6,14.02,18.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-26,14.12,17.4,12.2,15.0,12.12,76.6,9.98,67.1,14.01,20.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-27,14.01,18.7,10.2,16.8,12.64,84.2,11.28,7.7,12.38,19.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-28,13.65,19.5,9.9,16.1,10.01,56.2,3.35,45.1,16.53,27.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-29,6.78,10.8,3.5,5.4,1.93,35.6,-8.27,0.0,12.41,20.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-30,7.36,13.8,1.0,7.6,2.91,46.4,-4.12,0.0,12.4,23.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-10-31,10.28,14.9,6.7,10.6,5.69,56.0,1.75,63.8,19.52,23.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-01,10.18,15.4,5.1,12.5,7.58,63.2,3.13,33.8,7.25,14.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-02,9.36,13.6,6.9,11.4,5.2,59.4,1.59,45.0,16.57,28.7,2.0,5,,,,,,,2.0,5,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-03,4.85,7.8,0.5,2.1,-0.65,35.3,-9.74,7.0,15.81,24.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-04,5.52,11.1,-0.5,4.3,0.18,42.5,-6.59,0.0,16.79,27.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-05,9.55,14.4,5.8,9.1,4.67,54.9,0.9,0.0,20.22,26.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-06,11.02,15.4,8.4,11.9,7.23,64.3,4.38,20.9,17.18,21.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-07,12.62,19.2,7.7,15.7,9.16,52.2,1.9,12.0,12.29,15.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-08,7.01,11.0,2.6,7.3,3.43,56.0,-1.61,7.0,8.76,14.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-09,11.84,15.3,6.2,11.6,8.75,75.8,7.66,62.4,17.45,26.7,2.4,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-10,8.55,11.8,1.6,8.8,4.01,43.2,-4.58,20.0,13.92,23.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-11,3.2,6.6,-1.7,1.9,-1.02,51.2,-6.53,7.5,9.18,15.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-12,7.13,12.1,3.5,7.2,2.47,51.3,-2.43,29.8,15.43,20.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-13,6.66,12.0,2.2,6.8,1.97,38.8,-8.2,11.4,11.65,21.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-14,1.9,5.9,-2.1,-0.8,-3.19,38.0,-11.91,0.0,11.88,21.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-15,-0.8,3.1,-3.8,-1.3,-5.29,39.7,-14.4,10.2,6.92,14.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-16,1.77,8.3,-3.3,4.2,-2.55,47.8,-8.85,22.4,8.62,15.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-17,1.82,5.5,-2.7,-0.7,-3.8,42.1,-11.18,16.7,16.53,27.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-18,-2.17,1.8,-6.9,-4.4,-8.01,26.5,-19.36,0.0,14.36,21.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-19,-1.06,1.8,-3.2,-2.0,-6.05,42.6,-12.89,17.4,10.98,19.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-20,1.53,6.2,-2.0,1.2,-3.18,40.5,-11.14,0.0,9.9,15.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-21,3.53,8.9,0.5,3.2,-1.35,60.9,-3.4,10.3,16.08,25.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-22,1.95,5.6,-2.5,-0.2,-3.3,30.8,-13.88,22.8,12.09,21.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-23,0.14,4.5,-3.3,-2.8,-5.8,27.1,-16.98,16.2,15.68,28.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-24,-0.24,4.0,-3.6,-2.8,-5.93,31.1,-15.73,7.5,14.4,25.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-25,1.98,6.2,-3.4,1.4,-2.49,47.6,-8.14,41.1,9.7,14.4,0.2,0,,,,,,,0.2,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-26,-1.7,0.6,-3.7,-3.9,-6.75,43.9,-13.16,5.9,11.24,18.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-27,2.2,8.0,-1.5,1.6,-2.73,66.6,-3.52,25.8,16.36,30.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-28,3.16,9.3,-2.7,4.3,-1.8,46.6,-9.54,18.8,13.6,20.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2017-11-29,-4.04,-2.0,-5.6,-6.9,-9.15,30.5,-19.8,45.4,9.22,15.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
